,Source,URL,Sents_Leicht,Sents_Standard,sents_leicht,sents_standard
10,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-grossenhain-kleinflugzeug-absturz-lagerhalle-100.html,,,Der Pilot von dem Flugzeug war ein Mann.Der Mann ist der Besitzer von dem Flugzeug.Er war 62 Jahre alt.Er ist bei dem Absturz gestorben.,Der Pilot des Flugzeugs war der Eigentümer und ein Mann im Alter von 62 Jahren. Er kam bei dem Absturz ums Leben.
11,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-grossenhain-kleinflugzeug-absturz-lagerhalle-100.html,,,Thomas Geithner ist ein Polizei-Sprecher.Er hat gesagt:Der Absturz war vor einer Lager-Halle.In der Lager-Halle war kein Mensch.Deshalb wurde kein anderer Mensch verletzt.,"Thomas Geithner, Sprecher der Polizei, gab an, dass der Absturz vor einer Lagerhalle stattfand. Zu diesem Zeitpunkt befand sich niemand in der Halle, daher wurde niemand sonst verletzt."
12,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-mitteldeutschland-krankenhaeuser-finanznot-proteste-gesundheit-100.html,,,In Mittel-Deutschland gibt es einige Krankenhäuser und Kliniken.Dort arbeiten viele Menschen.Und diese Menschen haben am Mittwoch eine Demo gemacht.Denn sie sagen:Wir bekommen zu wenig Geld für unsere Arbeit.Und wir brauchen mehr Geld.Dieses Geld soll zum Beispiel der Bund geben.,"In Mittel-Deutschland gibt es mehrere Krankenhäuser und Kliniken, in denen viele Menschen arbeiten. Am Mittwoch fand eine Demonstration statt, bei der die Teilnehmer sagen, dass sie für ihre Arbeit zu wenig Geld bekommen und mehr Geld brauchen. Sie fordern, dass der Bund ihnen dieses Geld zur Verfügung stellt."
13,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-mitteldeutschland-krankenhaeuser-finanznot-proteste-gesundheit-100.html,,,Die Stadt Grimma ist im Bundes-Land Sachsen.Dort haben auch viele Menschen demonstriert.Denn im Krankenhaus in Grimma sollen baldkeine Babys mehr geboren werden:Weil es ab dem Jahr 2024 keine Geburts-Station mehr geben soll.Das ist für viele Menschen sehr schlecht.Denn sie müssen dann für die Geburt in eine andere Stadt fahren.,"Die Stadt Grimma befindet sich in Sachsen. Auch dort haben viele Menschen demonstriert, da das Krankenhaus in Grimma ab dem Jahr 2024 keine Geburtsstation mehr haben soll. Das ist für viele Menschen sehr schlecht, da sie dann in eine andere Stadt fahren müssen, um ihr Kind zu bekommen."
14,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-mitteldeutschland-krankenhaeuser-finanznot-proteste-gesundheit-100.html,,,Petra Grimm-Benne ist im Bundes-Land Sachsen-Anhaltdie Gesundheits-Ministerin.Sie hat einen offenen Briefvon der Krankenhaus-Gesellschaft Sachsen-Anhalt bekommen.Dort steht geschrieben:Einige Kliniken wird es im nächsten Jahrvielleicht schon nicht mehr geben.Denn sie müssen wegen Insolvenz schließen:Weil sie nicht mehr genug Geld haben.,"Die Gesundheitsministerin von Sachsen-Anhalt, Petra Grimm-Benne, hat einen offenen Brief von der Krankenhausgesellschaft Sachsen-Anhalt erhalten. Dort wird geschrieben, dass einige Kliniken im nächsten Jahr möglicherweise schließen müssen, da sie insolvent sind und nicht genug Geld haben."
15,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-mitteldeutschland-krankenhaeuser-finanznot-proteste-gesundheit-100.html,,,Im Bundes-Land Thüringen gibt es auch eine Krankenhaus-Gesellschaft.Sie hat gesagt:Auch in Thüringen haben die Krankenhäuser zu wenig Geld.Deshalb soll der Bund ein besseres Gesetz machen:Damit die Krankenhäuser wieder mehr Geld bekommen.,"Auch in Thüringen haben die Krankenhäuser laut der Krankenhausgesellschaft zu wenig Geld. Sie fordern, dass der Bund ein besseres Gesetz erlässt, damit die Krankenhäuser wieder mehr Geld erhalten."
16,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-mitteldeutschland-krankenhaeuser-finanznot-proteste-gesundheit-100.html,,,Das sagt die Gewerkschaft Verdi zu den Demos,Die Gewerkschaft Verdi äußert sich positiv zu den Demonstrationen.
17,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-mitteldeutschland-krankenhaeuser-finanznot-proteste-gesundheit-100.html,,,Sylvia Bühler ist im Vorstand bei der Gewerkschaft Verdi.Sie hat gesagt:Die Demos sind sehr gut und wichtig.Denn Krankenhäuser sind sehr wichtig für die Menschen.Zum Beispiel:Damit die Menschen gut behandelt werden können.Deshalb sollten keine Krankenhäuser oder Kliniken geschlossen werden.,"Sylvia Bühler, Vorstandsmitglied von Verdi, sagt, dass die Demonstrationen sehr gut und wichtig sind, da Krankenhäuser für die Menschen sehr wichtig sind. Sie sollten nicht geschlossen werden, da sie dazu da sind, um die Menschen gut zu behandeln."
18,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-krauschwitz-fluechtlinge-transporter-schleuser-jugendlicher-festgenommen-100.html,,,Krauschwitz ist eine Gemeinde im Landkreis Görlitz.Das ist im Bundes-Land Sachsen.Am Montag hat die Bundes-Polizei dort einen Transporter kontrolliert.Das war am späten Abend vom Montag.,"In Krauschwitz, a municipality in the district of Görlitz, located in the state of Saxony, the federal police conducted a control of a van on Monday evening."
19,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-krauschwitz-fluechtlinge-transporter-schleuser-jugendlicher-festgenommen-100.html,,,"In dem Transporter waren 27 geflüchtete Menschen.Davon waren 23 Menschen aus dem Land Syrien.Und 4 Menschen kommen aus dem Land Jemen.Die Bundes-Polizei hat dannden Fahrer vom Transporter fest-genommen,weil er vielleicht ein Schleuser ist.Das bedeutet:Er hat die Menschen vielleicht illegal nach Deutschland gebracht.","Inside the van, there were 27 refugees, with 23 people from Syria and 4 people from Yemen. The driver of the van was arrested by the federal police on suspicion of being a smuggler, meaning that he may have illegally brought the people to Germany."
20,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-krauschwitz-fluechtlinge-transporter-schleuser-jugendlicher-festgenommen-100.html,,,Informationen über den Fahrer vom Transporter,Information about the driver of the van:
21,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-krauschwitz-fluechtlinge-transporter-schleuser-jugendlicher-festgenommen-100.html,,,"Am Dienstag hat die Bundes-Polizei erzählt:Der Fahrer vom Transporter ist ein Jugendlicher.Er ist 15 Jahre alt.Und er kommt aus dem Land Syrien.Er hat zur Bundes-Polizei gesagt: • Er hat keinen Führer-Schein. • Und er hat erst vor einigen Tagen gelernt, wie er den Transporter fährt.","On Tuesday, the federal police announced that the driver of the van is a teenager who is 15 years old and comes from Syria. He confessed to the federal police that he doesn't have a driver's license and that he only learned how to drive the van a few days ago."
22,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-krauschwitz-fluechtlinge-transporter-schleuser-jugendlicher-festgenommen-100.html,,,"Der Jugendliche wird seit einiger Zeit vermisst,weil er aus einer Einrichtung weg-gelaufen ist.Das ist eine Einrichtung für Kinder und Jugendlicheim Bundes-Land Thüringen.","The teenager has been missing for some time as he ran away from a facility in the state of Thuringia, which is a facility for children and teenagers."
23,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-dresden-blaues-wunder-demo-fahrrad-streifen-100.html,,,In der Stadt Dresden gibt es eine alte Brücke.Die Brücke heißt: Blaues Wunder.Dort sollte es ab Sonntageinen neuen Fahrrad-Weg geben.Aber der Fahrrad-Weg wurde doch nicht gemacht.Das ist wegen Dirk Hilbert so.Er ist der Ober-Bürgermeister von Dresden.,"In Dresden gibt es eine alte Brücke namens ""Blaues Wunder"". Ursprünglich sollte es ab Sonntag einen neuen Fahrradweg auf dieser Brücke geben. Allerdings wurde der Fahrradweg nicht gebaut, weil der Oberbürgermeister Dirk Hilbert dies entschieden hat."
24,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-dresden-blaues-wunder-demo-fahrrad-streifen-100.html,,,Viele Menschen finden das nicht gut.Deshalb haben sie am Montag eine Demo gemacht.Mit der Demo wollten die Menschen zeigen:Dass ein Fahrrad-Weg auf der Brücke wichtig ist.,"Viele Menschen sind darüber unzufrieden, daher fand am Montag eine Demonstration statt. Die Menschen wollten damit zeigen, wie wichtig ein Fahrradweg auf der Brücke ist."
25,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-dresden-blaues-wunder-demo-fahrrad-streifen-100.html,,,Der ADFC ist ein großer Fahrrad-Verein.Er hat mit den Menschen die Demo gemacht.Ein Sprecher von dem Verein hat gesagt:In den letzten 3 Jahren gab es mehrere Unfälle.Dabei wurden auf der Brücke 9 Fahrrad-Fahrer verletzt.Damit es weniger Unfälle gibt:Muss es einen Fahrrad-Weg geben.,"Der ADFC, ein großer Fahrradverein, unterstützte die Demonstration. Ein Sprecher des Vereins erklärte, dass es in den letzten drei Jahren mehrere Unfälle auf der Brücke gegeben habe, bei denen neun Fahrradfahrer verletzt worden seien. Um die Anzahl der Unfälle zu reduzieren, sollte unbedingt ein Fahrradweg eingerichtet werden."
26,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-dresden-blaues-wunder-demo-fahrrad-streifen-100.html,,,Vor 22 Jahren wurde im Stadt-Rat bestimmt:Dass es einen Fahrrad-Weg auf der Brücke geben soll.Aber jetzt gibt es immer-noch keinen neuen Fahrrad-Weg.,"Bereits vor 22 Jahren hatte der Stadtrat beschlossen, dass ein solcher Fahrradweg auf der Brücke vorhanden sein sollte. Trotzdem wurde bis heute kein neuer Fahrradweg gebaut."
27,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-deutschland-halbleiter-industrie-foerderung-100.html,,,In Deutschland gibt es viele Firmenfür bestimmte Computer-Teile.Diese Computer-Teile heißen auch: Halbleiter.Deshalb werden die Firmen oft Halbleiter-Firmen genannt. • Die Bundes-Regierung • und die Landes-Regierungenwollen jetzt sehr viele Förder-Gelderfür die Halbleiter-Firmen geben.Das sollen 4 Milliarden Euro sein.,"In Deutschland gibt es viele Unternehmen, die sich auf die Herstellung von Halbleitern spezialisiert haben. Die Bundesregierung und die Landesregierungen möchten diesen Unternehmen nun sehr viel Fördergelder zur Verfügung stellen. Es sollen insgesamt 4 Milliarden Euro sein."
28,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-deutschland-halbleiter-industrie-foerderung-100.html,,,Robert Habeck hat etwas dazu gesagt Robert Habeck ist der Wirtschafts-Minister von Deutschland.Er hat gesagt:Viele Halbleiter werden in anderen Ländern hergestellt.Deutschland braucht diese Halbleiter für alle möglichen Sachen.Das bedeutet:Deutschland muss die Halbleiter aus den anderen Ländern kaufen.In schwerer Sprache heißt das:Deutschland ist abhängig von den anderen Ländern.,"Der Wirtschaftsminister Robert Habeck hat zu diesem Thema Stellung genommen. Er betonte, dass Deutschland viele Halbleiter aus anderen Ländern importieren muss, da sie hierzulande nicht in ausreichender Menge produziert werden. Das bedeutet, dass Deutschland von anderen Ländern abhängig ist."
29,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-deutschland-halbleiter-industrie-foerderung-100.html,,,"Es ist besser,wenn Deutschland auch selbst Halbleiter herstellen kann.Deshalb bekommen die Halbleiter-Firmen jetzt viele Förder-Gelder. Die Förder-Gelder sind besonders gut für Ost-Deutschland","Es wäre besser, wenn Deutschland auch selbst Halbleiter herstellen könnte. Aus diesem Grund werden den Halbleiterunternehmen nun viele Fördergelder zur Verfügung gestellt."
30,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-deutschland-halbleiter-industrie-foerderung-100.html,,,"In Deutschland gibt es viele Firmen: • Für Halbleiter, • für Batterien • und für Solar-Anlagen.Davon sind 13 Firmen in den Bundes-Ländern: • Thüringen.","Besonders Ostdeutschland profitiert von den Fördergeldern, da dort viele Unternehmen für Halbleiter, Batterien und Solaranlagen ansässig sind."
31,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-deutschland-halbleiter-industrie-foerderung-100.html,,,Dort gibt es viele Firmen zwischen den Städten Jena und Erfurt. • Und Sachsen. Dort wird zum Beispiel bei der Stadt Dresden ein großes Werk von der Firma TSMC gebaut.Es gibt also besonders viele Halbleiter-Firmen in Ost-Deutschland.Das bedeutet:Ost-Deutschland bekommt jetzt besonders viele Förder-Gelder.,"Es gibt beispielsweise viele Firmen zwischen den Städten Jena und Erfurt in Thüringen, sowie ein großes Werk der Firma TSMC bei Dresden in Sachsen. Deshalb erhalten gerade Ostdeutschland besondere Fördergelder."
32,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-fussball-bundesliga-frauen-rb-leipzig-fc-koeln-100.html,,,Leipzig ist eine Stadt im Bundes-Land Sachsen.Dort gibt es den Fußball-Verein RB Leipzig.Bei RB Leipzig gibt es eine Männer-Mannschaft.Und es gibt eine Frauen-Mannschaft.Und die Frauen-Mannschaft hatte am Sonntag ein Fußball-Spiel:Gegen die Frauen-Mannschaft vom Fußball-Verein: 1. FC Köln.,"In Leipzig, einer Stadt in Sachsen, gibt es den Fußballverein RB Leipzig. Dieser Verein hat sowohl eine Männer- als auch eine Frauenmannschaft. Am Sonntag fand ein Fußballspiel zwischen der Frauenmannschaft von RB Leipzig und der Frauenmannschaft des 1. FC Köln statt."
33,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-fussball-bundesliga-frauen-rb-leipzig-fc-koeln-100.html,,,• Marleen Schimmer • und Sharon Becksind 2 Fußball-Spielerinnen beim 1. FC Köln.Sie haben bei dem Fußball-Spiel beide 1 Tor geschossen.Sandra Starke spielt bei RB Leipzig.Sie hat auch ein Tor für ihren Fußball-Verein geschossen.Aber am Ende hat RB Leipzig verloren:Weil die Fußball-Spielerinnen keine Tore mehr geschossen haben.,"Bei diesem Spiel erzielten Marleen Schimmer und Sharon Beck, zwei Spielerinnen des 1. FC Köln, jeweils ein Tor. Sandra Starke, eine Spielerin von RB Leipzig, schoss ein Tor für ihren Verein. Am Ende verlor RB Leipzig, da die Spielerinnen keine weiteren Tore erzielten."
34,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-fussball-bundesliga-frauen-rb-leipzig-fc-koeln-100.html,,,Die beiden Fußball-Vereinespielen in der 1. Bundes-Liga für Frauen.RB Leipzig ist jetzt auf dem 8. Platz in der Tabellen-Liste.Und weil der 1. FC Köln das Fußball-Spiel am Sonntag gewonnen hat:Ist er jetzt auf dem 5. Platz in der Tabellen-Liste.,"Beide Mannschaften spielen in der Frauen-Bundesliga. RB Leipzig belegt derzeit den achten Platz in der Tabelle, während der 1. FC Köln durch den Sieg am Sonntag auf den fünften Platz geklettert ist."
35,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-zoo-leipzig-taufe-elefantenbaby-savani-100.html,,,Im Leipziger Zoo sind in diesem Jahr 4 Elefanten-Babys geboren. • Akito Er ist 10 Monate alt. • Bao Ngoc Er ist 7 Monate alt. • Zay Sie ist 4 Monate alt.Und vor 6 Wochen wurde noch ein Elefanten-Baby geboren.,"In diesem Jahr sind im Leipziger Zoo vier Elefanten-Babys geboren worden: Akito, der 10 Monate alt ist, Bao Ngoc, der 7 Monate alt ist, Zay, die 4 Monate alt ist und vor 6 Wochen wurde ein weiteres Elefanten-Baby geboren."
36,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-zoo-leipzig-taufe-elefantenbaby-savani-100.html,,,Jetzt hat es seinen Namen bekommen.,Jetzt hat es seinen Namen erhalten.
37,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-zoo-leipzig-taufe-elefantenbaby-savani-100.html,,,Der Leipziger Zoo hat der Presse gesagt: Wir haben dem Elefanten-Baby den Namen Savani gegeben.,"Der Leipziger Zoo hat der Presse mitgeteilt, dass sie dem Elefanten-Baby den Namen Savani gegeben haben."
38,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-zoo-leipzig-taufe-elefantenbaby-savani-100.html,,,Es ist ein Elefanten-Mädchen.,Es ist ein Elefanten-Mädchen.
39,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-zoo-leipzig-taufe-elefantenbaby-savani-100.html,,,Die Besucher vom Leipziger Zoo durften mit-entscheiden.,Die Besucher des Leipziger Zoos durften bei der Namenswahl mitentscheiden.
40,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-zoo-leipzig-taufe-elefantenbaby-savani-100.html,,,15 Tausend Besucher haben den Namen Savani gewählt.,15 Tausend Besucher haben sich für den Namen Savani entschieden.
41,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-zoo-leipzig-taufe-elefantenbaby-savani-100.html,,,Der Name kommt aus dem Erdteil Asien. Er bedeutet: Frühe Morgen.,"Dieser Name stammt aus Asien und bedeutet ""Früher Morgen""."
42,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-kultur-news-koenigstein-kunstsammlung-donath-schenkung-100.html,,,Die Festung Königstein ist eine Burg in Sachsen.Besucher können sich dort viele Dinge ansehen.Und sie können bei verschiedenen Veranstaltungen mit-machen.Am Mittwoch hat die Festung Königstein eine Kunst-Sammlung geschenkt bekommen.Sie kommt von Wolfgang Donat.Er ist ein Kunst-Sammler aus der Stadt Dresden.,"Die Festung Königstein in Sachsen hat eine neue Kunst-Sammlung erhalten. Sie stammt von Wolfgang Donat, einem Kunst-Sammler aus Dresden. Besucher haben die Möglichkeit, die Burg zu besichtigen und an verschiedenen Veranstaltungen teilzunehmen."
43,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-kultur-news-koenigstein-kunstsammlung-donath-schenkung-100.html,,,"André Thieme ist der Chef von der Festung Königstein.Er hat gesagt:Es ist ein großes Glück,dass wir die Kunst-Sammlung bekommen haben.Und es ist ein wertvoller Schatz.Dabei sind 500 verschiedene Dinge.Zum Beispiel: • Wertvolles Porzellan, • alte Urnen, • besondere Möbel, • alte Skulpturen • und Bilder von Sachsen.Auf den Bildern sind verschiedene Ortein Sachsen zu sehen.Die Bilder sind schon mehr als 100 Jahre alt.","André Thieme, der Leiter der Festung, freut sich über das Geschenk und bezeichnet die Sammlung als wertvollen Schatz. Sie besteht aus 500 verschiedenen Stücken, darunter wertvolles Porzellan, alte Urnen, besondere Möbel, Skulpturen und Gemälde von sächsischen Orten."
44,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-sachsen-kultur-news-koenigstein-kunstsammlung-donath-schenkung-100.html,,,Wolfgang Donat wollte: • Dass seine Kunst-Sammlung an einen guten Ort kommt. • Und dass Besucher die Kunst-Sammlung ansehen können.Deshalb soll es im nächsten Jahr eine Ausstellung geben.Dann wird in der Festung Königsteinein Teil von der Kunst-Sammlung gezeigt.,"Ein Teil der Sammlung wird im nächsten Jahr in einer Ausstellung in der Festung gezeigt, damit Besucher die Kunstwerke betrachten können."
45,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-thueringen-sachsen-ehrung-fuer-theaterhaus-und-lofft-leipzig-100.html,,,• Das Theater-Haus Jena • und das Theater Lofft Leipzig haben Preise gewonnen.Der Preis heißt: Theater-Preis des Bundes.,Das Theater-Haus Jena und das theater Lofft Leipzig haben den Theater-Preis des Bundes gewonnen.
46,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-thueringen-sachsen-ehrung-fuer-theaterhaus-und-lofft-leipzig-100.html,,,Außerdem bekommt jedes Theater 100 Tausend Euro.,Dieser Preis wird an Theater verliehen und jedes Theater erhält 100.000 Euro.
47,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-thueringen-sachsen-ehrung-fuer-theaterhaus-und-lofft-leipzig-100.html,,,Zu dem Theater-Preis für das Lofft in der Stadt Leipzighat die Jury gesagt:Das Lofft ist weltoffen und inklusiv.Das bedeutet zum Beispiel:In dem Theater werden viele verschiedene Theater-Stücke gezeigt.Zum Beispiel: Theater-Stücke aus anderen Ländern.Und es machen viele verschiedene Menschen dabei mit. Zum Beispiel: • Menschen aus verschiedenen Ländern. • Oder Menschen mit Behinderung.,"Die Jury hat über das Lofft in Leipzig gesagt, dass es weltoffen und inklusiv ist. Das bedeutet, dass dort verschiedene Theaterstücke aufgeführt werden, zum Beispiel aus anderen Ländern, und viele unterschiedliche Menschen daran teilnehmen, zum Beispiel Menschen aus verschiedenen Ländern oder Menschen mit Behinderungen."
48,LS_mdr_gpt,https://www.mdr.de/nachrichten-leicht/leichte-sprache-thueringen-sachsen-ehrung-fuer-theaterhaus-und-lofft-leipzig-100.html,,,Zum Theater-Haus in der Stadt Jena hat die Jury gesagt: Das Theater-Haus arbeitet mit vielen verschiedenen Theater-Gruppen zusammen. Und die Theater-Stücke erzählen Geschichten über viele verschiedene Menschen.,"Über das Theater-Haus in Jena hat die Jury gesagt, dass es mit vielen verschiedenen Theatergruppen zusammenarbeitet und die Theaterstücke Geschichten über verschiedene Menschen erzählen."
